username,title,subscribers,avg_views,avg_reactions,avg_comments,avg_forwards,posts_per_day,has_linked_chat,err,reach,bot_ratio,detected_category,preliminary_score,health_score
@news_prime_0784,Peak Report,389,179,4,0,0,3.02,False,3.66,46.24,0.104,news,52,48.7
@politics_neon_0785,Neon Debate,4051,848,33,0,9,2.6,False,5.73,20.94,0.0,politics,60,60.0
@politics_nova_0786,Neon Forum,7052,2599,22,5,6,0.2,True,1.55,36.87,0.051,politics,57,55.3
@music_smart_0787,Peak Sound,705,294,7,0,2,1.2,False,4.41,41.72,0.095,music,57,53.7
@music_prime_0788,Prime Beats,2273,876,0,0,0,2.52,False,0.06,38.54,0.048,music,41.2,40.0
@gaming_neon_0789,Urban Quest,8160,1335,21,0,4,0.2,False,2.74,16.36,0.062,gaming,42,40.4
@sports_alpha_0790,Peak Match,21536,5440,113,0,34,2.47,False,3.08,25.26,0.04,sports,60,58.6
@crypto_open_0791,Global DeFi,1670,379,4,0,1,1.37,True,2.01,22.74,0.023,crypto,55,54.2
@gaming_nova_0792,Nova Arena,19518,2609,74,26,26,0.55,True,4.26,13.37,0.0,gaming,70,70.0
@news_bright_0793,Core Digest,721,51,0,0,0,1.98,True,0.52,7.14,0.892,news,30.57,14.2
@politics_insider_0794,Neon Forum,8379,505,2,0,0,1.18,False,0.66,6.04,0.791,politics,35.02,18.4
@tech_insider_0795,Daily Dev,2145,1029,30,0,6,2.26,False,3.93,48.0,0.098,tech,60,56.5
@business_prime_0796,Open Market,279,83,2,0,1,14.1,False,5.98,29.89,0.063,business,42,40.4
@business_open_0797,Smart Ventures,100,25,0,0,0,0.08,True,5.34,25.25,0.0,business,42,42.0
@news_peak_0798,Peak News,3177,603,5,0,1,1.74,False,1.45,18.99,0.06,news,45,43.4
@entertainment_daily_0799,Core Laughs,4235,1257,23,0,4,2.13,False,2.72,29.69,0.0,entertainment,55,55.0
@gaming_bright_0800,Smart Arena,37098,15255,261,76,58,1.88,True,2.36,41.12,0.0,gaming,85,85.0
@crypto_insider_0801,Alpha Coins,345,156,5,0,1,1.7,False,5.67,45.46,0.028,crypto,62,61.0
@business_core_0802,Quiet Money,2115,752,5,0,0,1.98,False,1.04,35.6,0.046,business,55,53.5
@crypto_insider_0803,Vivid Crypto,1008,416,11,3,3,1.74,True,4.38,41.36,0.082,crypto,70,66.6
@crypto_peak_0804,Daily DeFi,1704,353,10,0,3,0.31,False,4.45,20.72,0.112,crypto,45,42.0
@business_quiet_0805,Vivid Capital,8379,2186,23,0,7,2.82,False,1.68,26.09,0.039,business,52,50.8
@music_alpha_0806,Global Beats,2327,563,17,0,3,1.1,False,4.9,24.22,0.1,music,55,51.7
@education_global_0807,Open Learn,1028,158,6,0,1,1.78,False,5.64,15.42,0.043,education,55,53.6
@tech_neon_0808,Global Tech,100,35,0,0,0,0.85,False,4.93,35.08,0.029,tech,52,51.1
@politics_prime_0809,Insider Forum,4148,1328,58,8,8,1.87,True,6.09,32.02,0.0,politics,80,80.0
@gaming_core_0810,Smart Quest,2030,765,21,0,4,1.99,False,5.03,37.73,0.072,gaming,65,62.2
@business_daily_0811,Smart Capital,1744,624,8,0,1,0.98,False,1.93,35.81,0.02,business,50,49.4
@politics_urban_0812,Peak Politics,2117,613,16,2,5,16.8,True,3.82,28.96,0.003,politics,50,49.9
@lifestyle_prime_0813,Urban Living,5446,1460,13,0,5,1.92,False,1.65,26.81,0.049,lifestyle,52,50.5
@music_nova_0814,Neon Sound,2858,874,3,0,0,1.39,False,0.59,30.61,0.081,music,50,47.6
@tech_vivid_0815,Core AI,11703,2596,56,14,14,3.77,True,3.28,22.19,0.0,tech,75,75.0
@music_neon_0816,Peak Beats,7504,1849,37,0,16,0.2,False,3.69,24.65,0.001,music,47,47.0
@business_global_0817,Nova Capital,20948,8321,116,0,47,0.08,False,2.46,39.73,0.109,business,50,46.7
@crypto_core_0818,Alpha Chain,220,77,2,0,0,1.18,False,4.89,35.09,0.032,crypto,57,55.9
@crypto_urban_0819,Vivid Chain,4853,1830,51,8,13,0.07,True,3.87,37.72,0.066,crypto,60,57.6
@crypto_smart_0820,Alpha Crypto,8230,3504,36,7,12,17.3,True,1.52,42.58,0.106,crypto,57,53.4
@tech_neon_0821,Daily Dev,100,27,0,0,0,0.01,True,5.31,27.61,0.0,tech,42,42.0
@gacha_open_0822,Alpha Club,262,18,0,0,0,1.2,True,0.78,7.12,0.513,gacha,30.56,21.2
@crypto_bright_0823,Urban Crypto,21742,4143,56,0,20,34.0,False,2.17,19.06,0.087,crypto,40,37.9
@entertainment_nova_0824,Urban Fun,7078,1373,20,0,3,0.2,False,2.27,19.4,0.01,entertainment,42,41.7
@sports_alpha_0825,Prime Sports,100,40,1,0,0,0.61,False,5.93,40.62,0.015,sports,57,56.5
@crypto_global_0826,Bright DeFi,8269,2188,50,0,10,1.62,False,3.2,26.47,0.092,crypto,57,53.9
@crypto_peak_0827,Urban Coins,576,57,0,0,0,0.79,False,1.75,9.91,0.645,crypto,31.96,19.6
@entertainment_urban_0828,Alpha Memes,3323,911,25,0,4,0.32,False,4.24,27.43,0.078,entertainment,45,42.9
@gaming_insider_0829,Prime Games,279,64,2,0,0,2.34,True,5.84,23.15,0.026,gaming,57,56.1
@music_bright_0830,Insider Sound,4865,2307,60,14,20,0.65,True,4.47,47.43,0.037,music,75,73.3
@health_alpha_0831,Bright Wellness,5076,1922,73,11,16,0.2,True,5.49,37.88,0.08,health,77,73.3
@crypto_bright_0832,Global Coins,927,90,2,0,0,0.2,False,3.53,9.81,0.3,crypto,31.9,26.2
@entertainment_nova_0833,Open Laughs,5053,1463,12,2,4,0.2,True,1.2,28.96,0.021,entertainment,52,51.4
@gaming_smart_0834,Quiet Quest,21356,2782,46,0,8,0.2,False,2.42,13.03,0.0,gaming,45,45.0
@business_open_0835,Alpha Capital,4868,202,0,0,0,1.03,False,0.61,4.17,0.856,business,32.08,15.6
@entertainment_smart_0836,Open Fun,5744,2055,17,4,2,3.15,True,1.17,35.79,0.059,entertainment,62,59.8
@entertainment_vivid_0837,Core Laughs,1728,311,6,0,2,2.03,False,3.0,18.04,0.08,entertainment,50,47.6
@education_vivid_0838,Nova Academy,1824,558,4,0,1,2.74,True,1.38,30.61,0.138,education,55,50.4
@education_prime_0839,Prime Lessons,2173,617,27,0,6,1.77,False,6.73,28.43,0.0,education,60,60.0
@business_open_0840,Urban Capital,1355,255,3,0,0,2.81,False,2.34,18.85,0.047,business,50,48.6
@business_peak_0841,Insider Capital,1482,521,24,4,4,0.2,True,6.37,35.18,0.175,business,65,58.2
@gaming_prime_0842,Core Arena,2205,787,13,3,2,2.34,True,2.4,35.73,0.044,gaming,70,68.1
@crypto_neon_0843,Core Chain,5377,1322,52,0,16,2.82,False,6.29,24.6,0.063,crypto,62,59.7
@entertainment_urban_0844,Insider Vibes,5838,917,26,8,9,1.07,True,4.36,15.72,0.085,entertainment,67,63.6
@gaming_daily_0845,Neon Esports,7973,3478,71,24,25,0.43,True,3.38,43.63,0.068,gaming,72,69.0
@anime_open_0846,Daily Anime,15642,3782,51,7,8,0.2,True,1.84,24.18,0.096,anime,60,56.5
@crypto_global_0847,Vivid DeFi,3367,1024,14,3,3,0.1,True,1.97,30.44,0.053,crypto,50,48.4
@lifestyle_peak_0848,Peak Travel,62785,12295,305,0,61,4.7,False,3.35,19.58,0.076,lifestyle,52,49.6
@crypto_global_0849,Bright Crypto,3098,512,12,0,4,1.16,False,4.26,16.55,0.122,crypto,50,46.3
@entertainment_vivid_0850,Daily Memes,2643,818,23,0,9,11.3,False,4.57,30.96,0.039,entertainment,45,44.0
@health_bright_0851,Prime Wellness,7899,3004,32,0,6,2.32,False,1.59,38.04,0.0,health,57,57.0
@music_neon_0852,Global Beats,18404,6881,146,28,54,0.62,True,3.53,37.39,0.063,music,80,77.0
@education_insider_0853,Smart Academy,3521,878,2,0,0,1.69,True,0.46,24.95,0.0,education,44.2,44.2
@politics_urban_0854,Insider Debate,1337,532,19,0,6,2.76,False,5.89,39.83,0.052,politics,65,63.0
@crypto_insider_0855,Open DeFi,6151,1501,46,0,10,0.2,False,5.49,24.41,0.014,crypto,52,51.6
@tech_urban_0856,Insider Code,1726,820,23,0,3,2.26,False,3.97,47.52,0.059,tech,60,57.9
@tech_peak_0857,Core Dev,2809,711,5,2,1,1.57,True,1.32,25.34,0.096,tech,60,56.5
@news_open_0858,Alpha Report,270,74,2,0,0,0.21,True,3.78,27.74,0.074,news,42,40.1
@crypto_global_0859,Daily Coins,930,105,0,0,0,0.26,True,0.73,11.34,0.796,crypto,27,14.1
@entertainment_smart_0860,Quiet Laughs,6004,1364,27,0,8,0.78,False,3.1,22.73,0.103,entertainment,52,48.8
@lifestyle_global_0861,Bright Home,706,75,0,0,0,0.05,False,1.23,10.65,0.376,lifestyle,27,20.9
@crypto_alpha_0862,Daily Crypto,6624,2297,13,2,2,0.14,True,0.9,34.69,0.0,crypto,47,47.0
@health_neon_0863,Global Wellness,10884,3643,75,21,12,2.05,True,3.1,33.48,0.086,health,85,80.6
@politics_insider_0864,Alpha Politics,10624,2644,72,0,16,0.17,False,4.54,24.89,0.058,politics,45,43.4
@education_urban_0865,Vivid Course,27448,5780,87,26,16,1.63,True,2.21,21.06,0.088,education,80,75.8
@education_nova_0866,Insider Learn,9088,1782,60,0,19,2.16,False,4.85,19.62,0.0,education,52,52.0
@business_core_0867,Global Ventures,813,153,1,0,0,0.66,True,1.49,18.86,0.098,business,37,34.8
@business_global_0868,Vivid Money,51677,14678,87,0,20,2.3,False,0.88,28.4,0.024,business,52,51.3
@movies_daily_0869,Prime Screen,512,173,3,0,0,2.27,True,2.93,33.92,0.063,movies,57,54.9
@music_prime_0870,Quiet Music,3593,877,18,0,3,0.41,False,3.75,24.43,0.09,music,45,42.6
@lifestyle_quiet_0871,Peak Living,910,230,5,0,1,2.58,False,3.59,25.32,0.062,lifestyle,52,50.1
@entertainment_neon_0872,Nova Fun,46755,14497,313,87,131,1.19,True,3.88,31.01,0.021,entertainment,85,83.9
@entertainment_daily_0873,Daily Laughs,53672,13278,4,0,0,1.12,False,0.05,24.74,0.026,entertainment,43.0,42.3
@gaming_smart_0874,Insider Games,20168,6170,43,9,13,0.19,True,1.0,30.6,0.051,gaming,60,58.2
@sports_prime_0875,Open League,1173,512,2,0,0,0.83,True,0.65,43.72,0.057,sports,45,43.5
@education_bright_0876,Nova Course,7563,1318,25,11,9,1.12,True,3.5,17.43,0.029,education,72,70.7
@lifestyle_alpha_0877,Alpha Living,1979,863,29,10,9,2.59,True,5.42,43.65,0.079,lifestyle,80,76.2
@education_smart_0878,Urban Course,9999,3536,53,0,10,0.07,False,2.41,35.37,0.039,education,47,45.9
@lifestyle_open_0879,Neon Style,1959,702,23,7,5,2.6,True,5.39,35.87,0.031,lifestyle,80,78.5
@gaming_quiet_0880,Neon Arena,25713,4249,60,16,19,0.99,True,2.27,16.53,0.006,gaming,70,69.8
@lifestyle_core_0881,Neon Living,67746,17941,113,0,27,1.25,False,1.07,26.48,0.084,lifestyle,57,54.1
@news_peak_0882,Prime Report,3488,1487,31,0,10,1.59,False,2.89,42.66,0.075,news,60,57.3
@music_nova_0883,Insider Beats,2396,602,25,0,8,1.72,False,6.71,25.14,0.014,music,60,59.5
@entertainment_vivid_0884,Global Fun,302,106,2,0,0,0.2,True,3.47,35.31,0.121,entertainment,47,43.6
@lifestyle_peak_0885,Neon Living,15977,5827,299,0,98,1.35,False,6.95,36.47,0.107,lifestyle,70,65.5
@health_bright_0886,Daily Fit,7839,1552,24,6,4,4.08,True,2.36,19.8,0.042,health,62,60.4
@news_alpha_0887,Daily Report,666,207,7,2,2,1.77,True,6.02,31.11,0.08,news,72,68.5
@business_vivid_0888,Insider Ventures,19474,4752,78,15,24,2.5,True,2.89,24.41,0.089,business,80,75.7
@business_vivid_0889,Bright Money,174,71,0,0,0,1.67,False,0.48,41.2,0.08,business,46.6,44.4
@crypto_quiet_0890,Insider DeFi,11464,5022,117,0,39,2.02,False,3.44,43.81,0.056,crypto,65,62.8
@entertainment_core_0891,Core Memes,24662,6506,186,0,37,1.59,False,4.04,26.38,0.026,entertainment,60,59.1
@gaming_global_0892,Vivid Games,82825,20804,271,51,82,2.46,True,1.93,25.12,0.1,gaming,77,72.4
@news_vivid_0893,Open Wire,24555,3947,23,7,7,1.77,True,0.83,16.08,0.083,news,60,57.0
@music_quiet_0894,Vivid Music,2648,679,14,4,3,0.04,True,2.98,25.67,0.054,music,50,48.4
@entertainment_bright_0895,Nova Vibes,2332,841,18,0,2,0.16,False,3.2,36.08,0.065,entertainment,45,43.2
@health_open_0896,Bright Fit,4956,1236,20,0,6,0.15,False,2.25,24.95,0.058,health,40,38.6
@tech_prime_0897,Insider Code,12064,2027,22,7,3,0.22,True,1.55,16.81,0.074,tech,55,52.6
@business_quiet_0898,Smart Capital,2851,1145,48,15,12,1.37,True,6.2,40.18,0.004,business,85,84.8
@crypto_daily_0899,Alpha Coins,13581,3061,96,0,23,1.9,False,4.38,22.55,0.058,crypto,60,57.9
@tech_open_0900,Insider Tech,609,193,1,0,0,1.63,True,1.29,31.8,0.107,tech,52,48.7
@gaming_nova_0901,Smart Games,742,251,8,0,2,0.36,False,5.5,33.93,0.089,gaming,52,49.2
@lifestyle_bright_0902,Global Travel,3008,1164,28,4,9,3.1,True,3.74,38.73,0.11,lifestyle,65,60.7
@news_insider_0903,Alpha News,2718,663,9,3,3,0.02,True,2.64,24.4,0.045,news,50,48.6
@gaming_vivid_0904,Quiet Games,565,218,2,0,0,3.03,False,2.02,38.6,0.074,gaming,52,49.7
@business_quiet_0905,Alpha Ventures,20780,6588,100,23,26,1.01,True,2.36,31.71,0.087,business,85,80.5
@crypto_smart_0906,Smart DeFi,4138,701,15,0,5,0.09,False,3.88,16.95,0.0,crypto,35,35.0
@news_core_0907,Daily Report,1700,707,10,1,2,2.51,True,2.35,41.61,0.044,news,70,68.2
@education_global_0908,Alpha Lessons,1465,481,6,0,2,0.21,False,1.81,32.85,0.073,education,45,43.0
@anime_global_0909,Insider Otaku,204,77,2,0,0,0.08,True,4.15,37.92,0.02,anime,42,41.5
@lifestyle_core_0910,Smart Style,1297,585,9,0,2,2.44,False,2.35,45.16,0.035,lifestyle,60,58.7
@news_peak_0911,Open News,3794,865,29,0,11,0.67,False,5.23,22.81,0.032,news,55,53.9
@education_alpha_0912,Smart Academy,1391,213,1,0,0,0.21,True,0.78,15.36,0.023,education,30,29.6
@gaming_smart_0913,Smart Esports,932,368,16,4,4,1.59,True,5.98,39.51,0.0,gaming,72,72.0
@health_quiet_0914,Daily Care,12333,3376,35,14,10,1.72,True,1.81,27.37,0.067,health,75,72.0
@news_peak_0915,Urban Report,2199,644,11,2,1,1.91,True,2.34,29.3,0.012,news,65,64.5
@education_alpha_0916,Insider Academy,2059,663,8,1,3,32.7,True,2.02,32.23,0.034,education,55,53.9
@education_quiet_0917,Bright Academy,22808,2648,28,0,7,1.83,False,1.83,11.61,0.015,education,50,49.5
@entertainment_urban_0918,Prime Vibes,1858,155,1,0,0,1.17,True,1.05,8.38,0.656,entertainment,39.19,23.8
@gaming_open_0919,Open Quest,3822,690,9,0,2,0.15,False,2.09,18.08,0.095,gaming,35,33.0
@business_alpha_0920,Quiet Money,522,207,4,1,1,17.3,True,3.3,39.79,0.068,business,52,49.9
@anime_global_0921,Vivid Manga,6763,2238,69,0,25,3.48,False,5.28,33.1,0.0,anime,62,62.0
@crypto_open_0922,Global Crypto,10709,3105,39,9,8,2.67,True,2.26,29.0,0.068,crypto,75,71.9
@tech_daily_0923,Alpha AI,60803,4290,85,16,18,0.39,True,2.67,7.06,0.038,tech,60.53,59.2
@entertainment_alpha_0924,Global Laughs,178,12,0,0,0,2.35,True,0.39,7.09,0.554,entertainment,28.35,18.9
@gaming_smart_0925,Global Esports,1523,317,5,0,1,31.9,False,3.01,20.86,0.0,gaming,40,40.0
@health_peak_0926,Core Care,17682,5438,168,0,36,2.23,False,4.94,30.75,0.01,health,65,64.6
@news_alpha_0927,Nova Report,19388,874,5,0,1,1.0,False,1.04,4.51,0.442,news,42.26,31.1
@news_prime_0928,Daily Report,2513,516,6,2,1,0.2,True,1.71,20.54,0.117,news,50,46.5
@politics_daily_0929,Urban Policy,164,55,0,0,0,3.36,False,2.4,33.63,0.057,politics,52,50.2
@music_smart_0930,Prime Tracks,9008,2591,11,0,3,0.23,False,0.75,28.77,0.028,music,37,36.4
@tech_smart_0931,Neon Tech,4371,1506,38,0,8,2.38,False,3.86,34.47,0.02,tech,60,59.3
@health_alpha_0932,Insider Health,5849,1760,0,0,0,2.48,True,0.05,30.1,0.02,health,43.0,42.5
@gaming_quiet_0933,Quiet Quest,3324,724,20,0,8,1.28,False,4.86,21.81,0.039,gaming,55,53.7
@tech_alpha_0934,Open Tech,351,95,4,0,1,3.21,True,7.01,27.33,0.0,tech,52,52.0
@news_nova_0935,Peak Report,7510,2462,54,12,17,1.05,True,3.71,32.79,0.125,news,82,75.8
@business_daily_0936,Alpha Ventures,78719,21566,342,115,82,1.26,True,2.22,27.4,0.036,business,82,80.2
@tech_bright_0937,Global Dev,577,166,4,1,0,2.16,True,4.22,28.89,0.0,tech,62,62.0
@politics_neon_0938,Core Politics,5130,1521,25,0,8,2.85,False,2.51,29.65,0.078,politics,57,54.3
@lifestyle_daily_0939,Peak Living,1685,593,8,1,2,1.43,True,2.05,35.2,0.073,lifestyle,70,66.9
@sports_neon_0940,Core Match,1245,267,3,1,1,14.4,True,2.45,21.52,0.054,sports,50,48.4
@health_neon_0941,Open Care,8716,2792,37,0,8,32.1,False,1.99,32.04,0.082,health,42,39.9
@crypto_vivid_0942,Urban Crypto,3239,909,9,1,2,2.68,True,1.75,28.09,0.105,crypto,60,56.2
@sports_global_0943,Global Match,4734,1584,40,0,8,3.66,False,3.6,33.48,0.0,sports,55,55.0
@entertainment_alpha_0944,Alpha Fun,707,209,5,1,1,0.2,True,4.06,29.6,0.085,entertainment,52,49.4
@education_open_0945,Neon Academy,1335,453,13,3,3,0.1,True,4.14,33.99,0.101,education,55,51.7
@music_insider_0946,Global Music,5288,1799,35,10,7,0.05,True,2.85,34.02,0.039,music,62,60.5
@crypto_alpha_0947,Global Chain,708,171,0,0,0,1.03,True,0.47,24.17,0.028,crypto,41.4,40.7
@education_alpha_0948,Insider Lessons,45984,8192,207,0,38,2.47,False,3.77,17.82,0.061,education,55,53.0
@politics_daily_0949,Insider Politics,4810,1203,55,0,15,1.72,False,6.32,25.03,0.081,politics,60,57.1
@crypto_neon_0950,Nova Crypto,13952,3987,97,27,29,1.99,True,3.62,28.58,0.033,crypto,80,78.4
@music_insider_0951,Insider Sound,3682,781,20,3,6,1.55,True,4.1,21.23,0.115,music,65,60.5
@education_smart_0952,Nova Academy,32378,909,6,1,2,1.11,True,1.07,2.81,0.12,education,51.4,47.7
@lifestyle_vivid_0953,Global Living,1067,268,7,2,2,1.75,True,4.56,25.18,0.041,lifestyle,65,63.4
@lifestyle_prime_0954,Alpha Style,44220,7124,66,0,20,0.08,False,1.36,16.11,0.045,lifestyle,35,34.1
@politics_peak_0955,Quiet Debate,9665,2624,74,0,20,0.18,False,4.84,27.16,0.0,politics,42,42.0
@sports_insider_0956,Nova Arena,5902,1333,23,7,4,0.17,True,3.19,22.6,0.106,sports,57,53.4
@lifestyle_peak_0957,Nova Travel,7213,2642,111,24,23,3.71,True,6.3,36.64,0.07,lifestyle,82,78.6
@gacha_bright_0958,Neon OC,235,91,0,0,0,1.76,False,0.06,38.78,0.074,gacha,38.2,36.5
@anime_urban_0959,Insider Sakura,10257,3940,106,22,22,0.2,True,4.51,38.42,0.073,anime,75,71.7
@gaming_nova_0960,Bright Esports,4253,1872,50,0,8,1.27,False,4.01,44.02,0.045,gaming,60,58.4
@lifestyle_quiet_0961,Neon Style,5524,1932,43,0,7,0.35,False,3.68,34.98,0.03,lifestyle,52,51.1
@tech_quiet_0962,Prime Code,1422,492,4,0,1,0.5,False,1.38,34.64,0.089,tech,50,47.3
@business_quiet_0963,Peak Capital,1211,402,12,3,2,4.4,True,5.62,33.26,0.087,business,70,66.3
@gaming_alpha_0964,Daily Arena,13694,2567,67,12,22,1.12,True,3.77,18.75,0.0,gaming,75,75.0
@lifestyle_vivid_0965,Insider Living,1767,475,8,0,3,0.2,False,3.13,26.91,0.041,lifestyle,45,43.9
@politics_prime_0966,Daily Debate,1902,848,33,5,9,2.76,True,6.85,44.61,0.072,politics,75,71.7
@tech_open_0967,Global Dev,39094,6639,141,0,50,37.8,False,3.77,16.98,0.093,tech,40,37.8
@tech_global_0968,Prime Tech,1945,395,8,0,3,2.78,False,3.57,20.35,0.006,tech,55,54.8
@entertainment_prime_0969,Quiet Fun,34533,6667,255,87,42,3.5,True,6.23,19.31,0.049,entertainment,75,72.8
@entertainment_daily_0970,Global Memes,11169,2828,90,0,23,0.44,False,4.36,25.33,0.0,entertainment,50,50.0
@sports_prime_0971,Peak Arena,45848,6412,73,16,17,1.76,True,1.61,13.99,0.065,sports,70,67.3
@gaming_urban_0972,Peak Games,9225,2304,28,7,8,1.81,True,2.15,24.98,0.08,gaming,72,68.5
@gaming_insider_0973,Global Quest,8592,2204,49,0,15,1.52,False,3.98,25.66,0.032,gaming,57,55.9
@tech_quiet_0974,Insider Tech,80609,15809,206,0,54,3.13,False,1.93,19.61,0.048,tech,47,45.7
@anime_alpha_0975,Global Otaku,149097,43873,241,0,66,3.35,False,0.77,29.43,0.013,anime,50,49.6
@tech_peak_0976,Core AI,3426,1171,14,2,3,3.03,True,1.72,34.19,0.043,tech,60,58.5
@education_vivid_0977,Daily Lessons,16249,4609,141,0,43,1.09,False,4.73,28.37,0.067,education,60,57.6
@business_nova_0978,Quiet Ventures,483,210,4,0,0,1.11,False,2.93,43.6,0.049,business,57,55.3
@entertainment_smart_0979,Alpha Vibes,11385,1883,12,3,3,0.64,True,1.09,16.54,0.131,entertainment,55,50.7
@tech_global_0980,Insider Tech,902,310,14,0,3,0.2,False,6.69,34.39,0.001,tech,52,52.0
@politics_urban_0981,Peak Debate,12023,2910,87,26,17,0.88,True,4.24,24.21,0.045,politics,75,73.0
@business_neon_0982,Prime Capital,3817,1166,51,0,11,22.5,False,6.45,30.57,0.024,business,50,49.3
@business_quiet_0983,Peak Capital,1074,301,12,1,3,0.01,True,5.64,28.03,0.047,business,55,53.4
@education_nova_0984,Prime Course,519,187,2,0,0,1.0,False,1.99,36.16,0.038,education,52,50.8
@gaming_alpha_0985,Peak Arena,100,28,0,0,0,2.64,False,4.45,28.53,0.0,gaming,52,52.0
@gaming_vivid_0986,Vivid Arena,12982,5824,86,27,15,2.52,True,2.23,44.86,0.134,gaming,85,78.1
@music_daily_0987,Prime Music,6460,1219,46,10,18,14.7,True,6.49,18.88,0.044,music,57,55.5
@sports_global_0988,Insider League,86028,28766,1139,238,303,3.33,True,5.34,33.44,0.091,sports,87,82.3
@politics_global_0989,Neon Policy,4523,1991,60,0,13,1.75,False,5.07,44.02,0.086,politics,65,61.6
@crypto_insider_0990,Bright Coins,1829,792,17,0,3,29.5,False,3.75,43.33,0.082,crypto,45,42.8
@news_quiet_0991,Neon Report,271,74,2,0,0,1.25,True,5.64,27.33,0.062,news,57,54.9
@news_open_0992,Global News,3578,1464,39,0,8,2.03,False,4.02,40.93,0.082,news,60,57.0
@news_insider_0993,Vivid Report,2160,671,12,0,1,2.43,False,2.74,31.09,0.06,news,60,57.8
@entertainment_urban_0994,Prime Fun,8095,1810,73,0,24,1.84,False,5.6,22.36,0.146,entertainment,62,56.6
@business_open_0995,Insider Market,32227,6440,79,0,27,1.2,False,1.88,19.99,0.059,business,50,48.2
@business_quiet_0996,Core Money,29175,7909,104,39,37,1.15,True,2.22,27.11,0.055,business,80,77.4
@entertainment_nova_0997,Alpha Fun,719,235,1,0,0,0.2,False,0.87,32.72,0.045,entertainment,37,36.0
@gaming_quiet_0998,Peak Esports,1275,332,10,3,4,0.16,True,5.63,26.05,0.037,gaming,55,53.8
@education_core_0999,Open Learn,8433,2413,45,13,11,1.99,True,3.38,28.63,0.092,education,77,72.7
@entertainment_bright_1000,Alpha Fun,40113,10982,196,0,56,2.92,False,2.62,27.38,0.0,entertainment,60,60.0
@crypto_bright_1001,Open DeFi,104173,33415,230,42,44,2.93,True,0.97,32.08,0.077,crypto,80,76.3
@crypto_smart_1002,Insider Chain,20701,6756,2,0,0,1.72,True,0.05,32.64,0.026,crypto,46.0,45.3
@news_global_1003,Urban Report,100,48,1,0,0,0.49,False,4.25,48.35,0.073,news,47,44.9
@gacha_peak_1004,Peak GLMV,4661,1783,21,0,3,2.16,False,2.12,38.26,0.071,gacha,60,57.4
@entertainment_quiet_1005,Daily Fun,5231,2298,24,8,5,3.87,True,1.79,43.94,0.0,entertainment,67,67.0
@music_bright_1006,Prime Beats,1606,651,35,8,7,3.11,True,7.43,40.58,0.048,music,75,72.8
@education_global_1007,Alpha Lessons,35604,8850,68,28,23,0.2,True,1.37,24.86,0.0,education,65,65.0
@health_neon_1008,Open Fit,3000000,416925,14846,4526,3400,2.28,True,5.59,13.9,0.067,health,85,81.6
@crypto_neon_1009,Vivid Crypto,45603,11986,152,30,27,0.93,True,2.19,26.28,0.0,crypto,75,75.0
@music_neon_1010,Core Music,3661,1230,12,3,1,1.44,True,1.39,33.6,0.061,music,65,62.6
@tech_daily_1011,Prime AI,14003,3831,148,42,25,2.22,True,5.72,27.36,0.051,tech,85,82.4
@politics_alpha_1012,Smart Forum,2625,220,2,0,0,12.4,False,1.77,8.39,0.3,politics,24.19,19.8
@gaming_nova_1013,Neon Arena,32005,5695,77,13,21,1.74,True,1.98,17.8,0.03,gaming,70,68.7
@news_peak_1014,Nova Digest,301,122,3,1,1,33.7,True,4.67,40.79,0.017,news,52,51.5
@entertainment_daily_1015,Daily Memes,278,91,2,0,0,0.13,True,4.73,32.86,0.0,entertainment,42,42.0
@news_smart_1016,Alpha News,362,116,4,1,1,30.3,True,5.07,32.23,0.065,news,57,54.8
@music_global_1017,Smart Music,8338,2315,71,19,22,1.29,True,5.17,27.77,0.088,music,82,77.7
@music_vivid_1018,Urban Sound,2017,728,30,7,9,0.2,True,6.17,36.14,0.0,music,70,70.0
@health_insider_1019,Open Health,1020,326,6,2,1,0.01,True,3.07,31.97,0.006,health,55,54.8
@tech_global_1020,Global Dev,4611,1570,22,6,4,0.06,True,2.43,34.06,0.034,tech,60,58.8
@tech_daily_1021,Bright AI,2447,804,24,5,6,2.59,True,4.97,32.89,0.043,tech,70,68.2
@crypto_alpha_1022,Vivid Crypto,2921,773,2,0,1,1.73,False,0.62,26.48,0.018,crypto,45,44.5
@education_global_1023,Open Course,8859,2678,0,0,0,0.19,True,0.05,30.24,0.068,education,28.0,26.9
